"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.352498917E0,3.279626667E-1,-5.558117032E-1,-2.661542416E0,2.738666499E0
2.362544917E0,5.088801980E-1,-9.335051179E-1,-2.872444391E0,3.062895304E0
2.372589917E0,5.567225218E-1,-7.453663349E-1,-2.983432531E0,3.125120895E0
2.382635917E0,4.846163690E-1,-4.018583596E-1,-2.860498190E0,2.928957675E0
2.392680917E0,3.550101817E-1,-2.514571548E-1,-2.561212540E0,2.597897728E0
2.402726917E0,1.636353731E-1,-1.014358178E-1,-2.127648354E0,2.136341096E0
2.412772917E0,-7.102826238E-2,1.183567271E-1,-1.610489368E0,1.616393929E0
2.422817917E0,-3.081130683E-1,3.969706893E-1,-1.036546588E0,1.151932385E0
2.432863917E0,-4.979120493E-1,5.993770361E-1,-4.467970729E-1,8.982187176E-1
2.442909917E0,-6.078368425E-1,6.321953535E-1,1.849381477E-1,8.962916437E-1
2.452954917E0,-6.426669955E-1,4.438283741E-1,8.184453249E-1,1.131307758E0
2.463000917E0,-6.191468835E-1,3.260049224E-1,1.262889385E0,1.443783804E0
2.473045917E0,-4.832114577E-1,4.448599219E-1,1.544017792E0,1.677910786E0
2.483091917E0,-2.558847368E-1,6.037704945E-1,1.832439542E0,1.946240089E0
2.493137917E0,7.981780218E-4,7.355399728E-1,2.197944880E0,2.317753521E0
2.503182917E0,2.109016031E-1,8.101062775E-1,2.510542393E0,2.646426793E0
2.513228917E0,3.500845134E-1,7.061122656E-1,2.643277168E0,2.758272627E0
2.523273917E0,3.826262653E-1,4.324550331E-1,2.545355320E0,2.610029486E0
2.533319917E0,3.276506364E-1,1.213344485E-1,2.265957117E0,2.292736061E0
2.543365917E0,2.205750346E-1,-9.265622497E-2,1.879216194E0,1.894384340E0
2.553410917E0,6.925956160E-2,-2.061111480E-1,1.363827467E0,1.381051792E0
2.563456917E0,-1.410888433E-1,-2.107066512E-1,8.026300073E-1,8.417352809E-1
2.573501917E0,-3.385217488E-1,1.059084944E-2,3.197216690E-1,4.657586135E-1
2.583547917E0,-4.223481119E-1,4.969151914E-1,-1.582325399E-1,6.710738944E-1
2.593593917E0,-4.437130690E-1,8.406973481E-1,-5.540451407E-1,1.100281481E0
2.603638917E0,-4.750268161E-1,8.644542098E-1,-6.852844954E-1,1.201060530E0
2.613684917E0,-4.697550833E-1,7.770301104E-1,-4.943648577E-1,1.033848269E0
2.623729917E0,-3.972880840E-1,8.282158375E-1,6.122497842E-2,9.206127270E-1
2.633775917E0,-3.538719118E-1,1.291269422E0,8.987150788E-1,1.612541733E0
2.643821917E0,-4.422182739E-1,1.808060408E0,1.588840604E0,2.447254360E0
2.653866917E0,-6.149421334E-1,1.829437852E0,1.940006375E0,2.736534564E0
2.663912917E0,-6.831295490E-1,1.388382316E0,1.918887615E0,2.465035723E0
2.673957917E0,-7.112581134E-1,4.864623547E-1,2.073287964E0,2.245229767E0
2.684003917E0,-8.487257957E-1,-9.398771822E-2,2.236975193E0,2.394415833E0
2.694049917E0,-9.384990931E-1,-1.124226451E-1,2.378327847E0,2.559269963E0
2.704094917E0,-8.485993147E-1,-3.590743244E-2,2.420184374E0,2.564898155E0
2.714140917E0,-6.045504212E-1,-5.032818392E-2,2.255735159E0,2.335884253E0
2.724185917E0,-3.013645113E-1,-5.693153664E-2,1.634849072E0,1.663368046E0
2.734231917E0,2.030118257E-1,-1.751515828E-2,7.761114240E-1,8.024148083E-1
2.744277917E0,7.541924715E-1,-8.959510922E-2,2.043808252E-1,7.865145195E-1
2.754322917E0,1.295248628E0,-3.426177800E-1,3.375743330E-2,1.340222189E0
2.764368917E0,1.676435113E0,-7.804820538E-1,1.436945498E-1,1.854787063E0
2.774413917E0,1.750007510E0,-1.410353541E0,5.918420106E-2,2.248360773E0
2.784459917E0,1.618688703E0,-1.892168641E0,-4.001646042E-1,2.522020419E0
2.794505917E0,1.500805020E0,-2.043459892E0,-9.094531536E-1,2.693556957E0
2.804550917E0,1.403014541E0,-2.178129196E0,-1.391194701E0,2.940768487E0
2.814596917E0,1.264750123E0,-2.304281950E0,-2.044097662E0,3.329811321E0
2.824642917E0,1.188128829E0,-2.321930647E0,-2.570631266E0,3.662124677E0
2.834687917E0,1.284221530E0,-2.181160927E0,-2.789844513E0,3.766951066E0
2.844733917E0,1.440488577E0,-2.191795588E0,-2.796469212E0,3.833955567E0
2.854778917E0,1.724896312E0,-2.201358318E0,-2.818337917E0,3.970424958E0
2.864824917E0,1.878532767E0,-1.887224555E0,-2.658233643E0,3.762540096E0
2.874870917E0,1.591544032E0,-1.315149069E0,-1.942790627E0,2.834971764E0
2.884915917E0,1.266704798E0,-6.210396290E-1,-1.145724177E0,1.817392406E0
2.894961917E0,8.898304701E-1,-2.960274220E-1,-4.942518175E-1,1.060054413E0
2.905006917E0,4.124038815E-1,-1.751030833E-1,1.139722485E-2,4.481829403E-1
2.915052917E0,3.219847754E-2,-3.218347579E-2,2.491407990E-1,2.532659784E-1
2.925098917E0,-1.899674535E-1,6.292530894E-2,1.826972365E-1,2.709714157E-1
2.935143917E0,-2.931535244E-1,6.229535677E-3,1.453032903E-2,2.935795062E-1
