"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.450724471E1,-1.399739227E0,2.266287231E-1,9.940827942E0,1.004144863E1
1.451728371E1,-1.464404755E0,1.682501221E-1,9.787097626E0,9.897477927E0
1.452732171E1,-1.540446625E0,1.416055298E-1,9.758507080E0,9.880358716E0
1.453736071E1,-1.500779114E0,1.556762695E-1,9.716594238E0,9.833045136E0
1.454739871E1,-1.551373901E0,2.465373230E-1,9.840536499E0,9.965124195E0
1.455743771E1,-1.461410980E0,2.929408264E-1,9.844877472E0,9.957065271E0
1.456747571E1,-1.440753937E0,5.414241028E-1,9.925859070E0,1.004448059E1
1.457751471E1,-1.391057281E0,4.032614136E-1,1.008542725E1,1.018889115E1
1.458755371E1,-1.286275177E0,6.861730957E-1,1.000743942E1,1.011306982E1
1.459759171E1,-1.288221130E0,6.489006042E-1,1.004306534E1,1.014611980E1
1.460763071E1,-1.352886658E0,6.616241455E-1,1.014979340E1,1.026091394E1
1.461766871E1,-1.386716309E0,7.203021240E-1,1.004052063E1,1.016139123E1
1.462770771E1,-1.428030396E0,6.688092041E-1,1.011371841E1,1.023591113E1
1.463774571E1,-1.549877014E0,6.499484253E-1,9.883347473E0,1.002522364E1
1.464778471E1,-1.586700439E0,6.436614990E-1,9.898316345E0,1.004532652E1
1.465782371E1,-1.689985657E0,5.700146484E-1,9.865983582E0,1.002589648E1
1.466786171E1,-1.759141846E0,6.149212646E-1,9.739346924E0,9.916026760E0
1.467790071E1,-1.749262390E0,5.959107971E-1,9.761051788E0,9.934443145E0
1.468793871E1,-1.773511963E0,6.941065979E-1,9.753267975E0,9.937472759E0
1.469797771E1,-1.668580170E0,7.117698669E-1,9.755962372E0,9.923183860E0
1.470801571E1,-1.739233246E0,8.500822449E-1,9.827214203E0,1.001607264E1
1.471805471E1,-1.608255615E0,8.822653198E-1,9.817783813E0,9.987680273E0
1.472809371E1,-1.647174683E0,1.107995911E0,9.982890472E0,1.017835653E1
1.473813171E1,-1.593436432E0,1.093176727E0,1.009291168E1,1.027623186E1
1.474817071E1,-1.497785339E0,1.287622375E0,1.000609222E1,1.019917712E1
1.475820871E1,-1.468596039E0,1.152154083E0,1.000699036E1,1.017959181E1
1.476824771E1,-1.282832336E0,1.308878174E0,9.946516113E0,1.011395094E1
1.477828571E1,-1.206491089E0,1.221609650E0,9.915979614E0,1.006352834E1
1.478832471E1,-1.039288788E0,1.256636810E0,9.971663818E0,1.010412473E1
1.479836371E1,-9.437873840E-1,1.334624634E0,9.721983032E0,9.858443671E0
1.480840171E1,-7.894583130E-1,1.310225372E0,9.923164673E0,1.004037510E1
1.481844071E1,-7.348219299E-1,1.430275726E0,9.920619965E0,1.005009216E1
1.482847871E1,-6.336323547E-1,1.511407013E0,1.008018814E1,1.021254298E1
1.483851771E1,-6.800358582E-1,1.563498688E0,1.011057495E1,1.025332642E1
1.484855571E1,-6.273454285E-1,1.617536316E0,1.008857071E1,1.023666181E1
1.485859471E1,-6.749464417E-1,1.594035187E0,1.010847931E1,1.025562552E1
1.486863371E1,-6.848258972E-1,1.591490479E0,1.005444168E1,1.020262839E1
1.487867171E1,-7.316784668E-1,1.566492462E0,9.936486969E0,1.008578333E1
1.488871071E1,-6.713539124E-1,1.472038879E0,9.967023468E0,1.009748342E1
1.489874871E1,-6.351292419E-1,1.481768646E0,9.848769379E0,9.979843974E0
1.490878771E1,-5.438191223E-1,1.438658295E0,9.836345215E0,9.955860792E0
1.491882571E1,-5.144801331E-1,1.494941254E0,9.725276184E0,9.852945550E0
1.492886471E1,-3.914360046E-1,1.525028687E0,9.806557159E0,9.932144681E0
1.493890371E1,-3.278182983E-1,1.642085266E0,9.997260590E0,1.013652446E1
1.494894171E1,-2.618055725E-1,1.705253906E0,1.023287064E1,1.037728647E1
1.495898071E1,-2.439926147E-1,1.816322937E0,1.006447083E1,1.022996258E1
1.496901871E1,-2.353106689E-1,1.816173248E0,1.021535706E1,1.037821642E1
1.497905771E1,-1.736389160E-1,1.894161072E0,1.030067963E1,1.047482684E1
1.498909571E1,-1.276844788E-1,1.852996674E0,1.035262161E1,1.051792157E1
1.499913471E1,-2.191442871E-1,1.778601379E0,1.016865417E1,1.032535592E1
1.500917371E1,-1.935475159E-1,1.775906982E0,1.014126114E1,1.029740180E1
1.501921171E1,-2.912942505E-1,1.684447174E0,1.009919861E1,1.024285249E1
1.502925071E1,-2.850073242E-1,1.545835419E0,1.001567230E1,1.013827046E1
1.503928871E1,-3.659889221E-1,1.453776855E0,9.773475952E0,9.887782725E0
1.504932771E1,-4.272116089E-1,1.299747162E0,9.725425873E0,9.821189381E0
1.505936571E1,-4.215234375E-1,1.341061249E0,9.680369568E0,9.781905860E0
1.506940471E1,-4.736151123E-1,1.249451752E0,9.710606689E0,9.802108101E0
1.507944371E1,-4.840933228E-1,1.320104828E0,9.658664703E0,9.760472681E0
1.508948171E1,-4.938230896E-1,1.368603973E0,9.725874939E0,9.834102979E0
1.509952071E1,-5.266049194E-1,1.483714600E0,9.902657318E0,1.002703065E1
1.510955871E1,-4.733157349E-1,1.598974915E0,1.000414627E1,1.014217389E1
1.511959771E1,-4.474195862E-1,1.679208069E0,1.010294083E1,1.025130906E1
1.512963571E1,-4.159849548E-1,1.730850677E0,1.012793884E1,1.028319176E1
1.513967471E1,-3.058140564E-1,1.796114960E0,1.022493713E1,1.038599492E1
1.514971371E1,-3.032693481E-1,1.786235504E0,1.030067963E1,1.045880540E1
1.515975171E1,-1.920506287E-1,1.755399628E0,1.024245071E1,1.039356089E1
1.516979071E1,-2.068698120E-1,1.726659393E0,1.010443771E1,1.025299026E1
1.517982871E1,-2.088157654E-1,1.610500946E0,1.005683670E1,1.018711351E1
1.518986771E1,-2.459385681E-1,1.555265808E0,1.006162674E1,1.018408907E1
1.519990571E1,-3.192860413E-1,1.463656311E0,9.963430939E0,1.007542503E1
1.520994471E1,-3.830534363E-1,1.360670471E0,9.756261749E0,9.858133565E0
1.521998371E1,-4.438270569E-1,1.333427124E0,9.691745911E0,9.793107226E0
1.523002171E1,-5.126838684E-1,1.295106812E0,9.768087158E0,9.866897847E0
1.524006071E1,-5.433700562E-1,1.340612183E0,9.777068481E0,9.883499387E0
1.525009871E1,-5.629792786E-1,1.358574829E0,9.834698639E0,9.944041862E0
1.526013771E1,-5.884263611E-1,1.413660278E0,9.859696655E0,9.977890513E0
1.527017571E1,-5.441184998E-1,1.502425690E0,9.966424713E0,1.009370940E1
1.528021471E1,-5.523513794E-1,1.578467560E0,1.002719833E1,1.016569517E1
1.529025371E1,-4.623884583E-1,1.601519623E0,1.011102402E1,1.024751067E1
1.530029171E1,-3.830534363E-1,1.646426239E0,1.014590149E1,1.028575551E1
1.531033071E1,-3.324586487E-1,1.634151764E0,1.012569351E1,1.026209773E1
1.532036871E1,-2.680924988E-1,1.630708923E0,1.010144394E1,1.023573421E1
1.533040771E1,-2.227368164E-1,1.626218262E0,1.007794281E1,1.021073596E1
1.534044571E1,-2.270777893E-1,1.555265808E0,1.009216324E1,1.021382274E1
1.535048471E1,-2.688409424E-1,1.473984833E0,1.002390518E1,1.013526427E1
1.536052371E1,-3.140469360E-1,1.457668762E0,9.923314362E0,1.003471931E1
1.537056171E1,-3.797602844E-1,1.385668488E0,9.899962921E0,1.000367737E1
1.538060071E1,-4.813989258E-1,1.375789032E0,9.809401245E0,9.917101047E0
1.539063871E1,-4.713697815E-1,1.302441559E0,9.952952728E0,1.004887116E1
1.540067771E1,-6.306385803E-1,1.343605957E0,9.794582062E0,9.906402967E0
1.541071500E1,-5.539979553E-1,1.332678680E0,9.932894440E0,1.003719772E1
1.542075400E1,-6.634204102E-1,1.389111328E0,9.850865021E0,9.970421184E0
1.543079300E1,-5.578898621E-1,1.385518799E0,9.932295685E0,1.004397337E1
1.544083100E1,-5.722599792E-1,1.450932770E0,9.976304169E0,1.009749138E1
1.545087000E1,-4.758604431E-1,1.436862030E0,1.002944366E1,1.014301513E1
1.546090800E1,-4.195774841E-1,1.517843628E0,9.903555450E0,1.002797612E1
1.547094700E1,-3.586541748E-1,1.473086700E0,1.003123993E1,1.014516593E1
1.548098500E1,-2.826123047E-1,1.506167908E0,1.009366013E1,1.020932839E1
1.549102400E1,-2.755769348E-1,1.507515106E0,1.008587631E1,1.020163935E1
1.550106300E1,-2.300715637E-1,1.487456818E0,1.008422974E1,1.019593792E1
1.551110100E1,-3.433859253E-1,1.466949463E0,9.923014984E0,1.003673657E1
1.552114000E1,-3.335064697E-1,1.445693665E0,1.008692413E1,1.019545463E1
1.553117800E1,-4.432283020E-1,1.397942963E0,9.986033936E0,1.009314468E1
1.554121700E1,-4.379891968E-1,1.374142456E0,1.000728973E1,1.011068493E1
1.555125500E1,-5.442681885E-1,1.361418915E0,9.864187317E0,9.972556380E0
1.556129400E1,-5.354365540E-1,1.303489380E0,1.001312759E1,1.011180009E1
1.557133300E1,-6.180647278E-1,1.311422882E0,9.882000275E0,9.987780705E0
1.558137100E1,-5.237608337E-1,1.308728485E0,9.867031403E0,9.967216480E0
1.559141000E1,-6.020480347E-1,1.275796967E0,9.857002258E0,9.957440096E0
1.560144800E1,-4.719685364E-1,1.285676422E0,9.955796814E0,1.004955762E1
1.561148700E1,-5.310955811E-1,1.322649536E0,9.824370117E0,9.927220785E0
1.562152500E1,-3.944297791E-1,1.302291870E0,9.910590820E0,1.000356683E1
1.563156400E1,-3.954776001E-1,1.369202728E0,9.928553467E0,1.003031867E1
1.564160300E1,-3.372486877E-1,1.378034363E0,1.002225861E1,1.012217284E1
1.565164100E1,-3.132984924E-1,1.424886932E0,1.009261230E1,1.019751351E1
1.566168000E1,-3.140469360E-1,1.447489929E0,1.003752686E1,1.014622087E1
1.567171800E1,-3.174897766E-1,1.420096893E0,1.003543121E1,1.014038237E1
1.568175700E1,-3.688330078E-1,1.406026154E0,1.012883698E1,1.023260894E1
1.569179500E1,-3.879931641E-1,1.416953430E0,1.011192215E1,1.021808521E1
1.570183400E1,-4.596940613E-1,1.351689148E0,1.001417542E1,1.011543827E1
1.571187300E1,-4.682263184E-1,1.320853271E0,9.983489227E0,1.008136630E1
1.572191100E1,-5.023553467E-1,1.286724243E0,9.899513855E0,9.995418687E0
1.573195000E1,-5.078938293E-1,1.207838287E0,9.969867554E0,1.005559986E1
1.574198800E1,-5.023553467E-1,1.238225098E0,9.802964630E0,9.893618035E0
1.575202700E1,-4.748126221E-1,1.168470154E0,9.828262024E0,9.908859871E0
1.576206500E1,-4.932243347E-1,1.152752838E0,9.863289185E0,9.942664778E0
1.577210400E1,-4.152365112E-1,1.218316498E0,9.858499146E0,9.942168871E0
1.578214300E1,-4.345463562E-1,1.218615875E0,9.852661285E0,9.937242555E0
1.579218100E1,-3.839515686E-1,1.245260468E0,9.957144012E0,1.004205205E1
1.580222000E1,-3.498225403E-1,1.349743195E0,1.003168900E1,1.012812750E1
1.581225800E1,-3.733236694E-1,1.302441559E0,1.001327728E1,1.010452604E1
1.582229700E1,-3.683839417E-1,1.340612183E0,1.001746857E1,1.011348724E1
1.583233500E1,-3.582051086E-1,1.384021912E0,1.016521133E1,1.026524958E1
1.584237400E1,-4.016148376E-1,1.385967865E0,1.010518616E1,1.020769262E1
1.585241300E1,-3.646417236E-1,1.327888641E0,1.009380981E1,1.018730820E1
1.586245100E1,-4.376898193E-1,1.314865723E0,1.000100281E1,1.009655889E1
1.587249000E1,-3.737727356E-1,1.263372803E0,1.002824615E1,1.011442227E1
1.588252800E1,-4.555027771E-1,1.251846771E0,9.949809265E0,1.003859091E1
1.589256700E1,-3.800596619E-1,1.155447235E0,9.855655060E0,9.930430017E0
1.590260500E1,-4.155358887E-1,1.153052216E0,9.838291168E0,9.914341763E0
1.591264400E1,-4.104464722E-1,1.075812836E0,9.861193542E0,9.928191056E0
1.592268300E1,-3.849993896E-1,1.119971008E0,9.845476227E0,9.916449048E0
1.593272100E1,-4.330494690E-1,1.094523926E0,9.824669495E0,9.894930275E0
1.594276000E1,-3.700305176E-1,1.155746613E0,9.960886230E0,1.003453673E1
1.595279800E1,-3.930825806E-1,1.183888092E0,9.903405762E0,9.981660714E0
1.596283700E1,-3.990701294E-1,1.212778015E0,9.959838409E0,1.004133799E1
1.597287500E1,-4.143383789E-1,1.275198212E0,1.006372238E1,1.015265064E1
1.598291400E1,-3.668870544E-1,1.305585022E0,1.009994705E1,1.019058825E1
1.599295300E1,-4.237687683E-1,1.303489380E0,1.003243744E1,1.012563408E1
1.600299100E1,-3.216810608E-1,1.256187744E0,1.011192215E1,1.019472687E1
1.601303000E1,-4.363426208E-1,1.278940430E0,9.938283234E0,1.002973365E1
1.602306800E1,-3.035687256E-1,1.209484863E0,1.007914032E1,1.015598726E1
1.603310700E1,-3.586541748E-1,1.204545135E0,9.974058838E0,1.005293049E1
1.604314500E1,-3.043171692E-1,1.124311981E0,9.921069031E0,9.989209032E0
1.605318400E1,-3.362008667E-1,1.132395172E0,9.814939728E0,9.885767128E0
1.606322300E1,-3.276686096E-1,1.063238983E0,9.945468292E0,1.000750635E1
1.607326100E1,-3.516188049E-1,1.097966766E0,9.871072998E0,9.938171307E0
1.608330000E1,-3.119512939E-1,1.095571747E0,9.888586578E0,9.953980891E0
1.609333800E1,-4.117936707E-1,1.122515717E0,9.831405487E0,9.903845183E0
1.610337700E1,-3.284170532E-1,1.132993927E0,9.964778137E0,1.003435779E1
1.611341500E1,-4.379891968E-1,1.201551361E0,9.971663818E0,1.005333972E1
1.612345400E1,-3.573069763E-1,1.143472137E0,1.004800507E1,1.011917006E1
1.613349300E1,-3.839515686E-1,1.221160583E0,1.001462448E1,1.009610596E1
1.614353100E1,-3.576063538E-1,1.192719727E0,9.990075531E0,1.006737661E1
1.615357000E1,-3.420387268E-1,1.186283112E0,1.006417145E1,1.013961563E1
1.616360800E1,-3.321592712E-1,1.190175018E0,9.978699188E0,1.005491342E1
1.617364700E1,-2.146536255E-1,1.153950348E0,1.001088226E1,1.007945640E1
1.618368500E1,-3.129991150E-1,1.134191437E0,9.910740509E0,9.980337474E0
1.619372400E1,-1.782792664E-1,1.135388947E0,1.000220032E1,1.006801384E1
1.620376300E1,-3.140469360E-1,1.118923187E0,9.863289185E0,9.931519930E0
1.621380100E1,-2.064207458E-1,1.054407349E0,9.995015259E0,1.005259740E1
1.622384000E1,-3.204835510E-1,1.111887817E0,9.847721558E0,9.915473973E0
1.623387800E1,-2.689906311E-1,1.074914703E0,9.953701172E0,1.001518670E1
1.624391700E1,-3.382965088E-1,1.134341125E0,9.989027710E0,1.005891887E1
1.625395600E1,-3.218307495E-1,1.118474121E0,1.000743942E1,1.007488974E1
1.626399400E1,-3.426374817E-1,1.122515717E0,9.889335022E0,9.958734315E0
1.627403300E1,-2.962339783E-1,1.139879608E0,1.005069946E1,1.011946835E1
1.628407100E1,-3.347039795E-1,1.158441010E0,1.000953506E1,1.008190481E1
1.629411000E1,-2.981799316E-1,1.107846222E0,9.939181366E0,1.000517670E1
1.630414800E1,-2.610571289E-1,1.123114471E0,9.951455841E0,1.001803425E1
1.631418700E1,-2.782713318E-1,1.090033264E0,9.895172882E0,9.958918306E0
1.632422600E1,-2.246827698E-1,1.056652679E0,9.952054596E0,1.001051387E1
1.633426400E1,-2.209405518E-1,1.120270386E0,9.877060547E0,9.942843935E0
1.634430300E1,-1.788780212E-1,1.058898010E0,9.925709381E0,9.983635062E0
1.635434100E1,-2.377056885E-1,1.101409607E0,9.940977631E0,1.000463110E1
1.636438000E1,-1.582209778E-1,1.109343109E0,1.002076172E1,1.008322079E1
1.637441800E1,-2.716850281E-1,1.103205872E0,9.960736542E0,1.002532535E1
1.638445700E1,-2.077679443E-1,1.156944122E0,9.984237671E0,1.005319298E1
1.639449600E1,-2.538720703E-1,1.143322449E0,1.002585114E1,1.009402438E1
1.640453400E1,-2.668949890E-1,1.099164276E0,1.003049149E1,1.009406531E1
1.641457288E1,-2.418969727E-1,1.137035522E0,9.961934052E0,1.002953109E1
1.642461088E1,-2.719844055E-1,1.116827545E0,9.972112885E0,1.003814299E1
1.643464988E1,-1.853146362E-1,1.102158051E0,9.980196075E0,1.004257973E1
1.644468788E1,-2.386038208E-1,1.088087311E0,9.919721832E0,9.982071278E0
1.645472688E1,-2.026785278E-1,1.052461395E0,9.940678253E0,9.998291739E0
1.646476588E1,-2.062710571E-1,1.069226532E0,9.875563660E0,9.935419001E0
1.647480388E1,-1.742376709E-1,1.043480072E0,9.941426697E0,9.997558412E0
1.648484288E1,-1.800755310E-1,1.075663147E0,9.879455566E0,9.939472858E0
1.649488087E1,-1.516346741E-1,1.072070618E0,9.983339539E0,1.004188214E1
1.650491988E1,-1.859133911E-1,1.072369995E0,1.000669098E1,1.006570442E1
1.651495788E1,-1.633103943E-1,1.126108246E0,9.891730042E0,9.956963055E0
1.652499688E1,-1.962419128E-1,1.103355560E0,9.943522339E0,1.000647495E1
1.653503588E1,-1.951940918E-1,1.124761047E0,1.009710297E1,1.016143083E1
1.654507388E1,-1.839674377E-1,1.132544861E0,1.002345612E1,1.008891344E1
1.655511288E1,-1.919009399E-1,1.099763031E0,9.925260315E0,9.987847467E0
1.656515087E1,-1.648072815E-1,1.168769531E0,9.957443390E0,1.002715625E1
1.657518988E1,-1.278341675E-1,1.108744354E0,1.010578491E1,1.016722894E1
1.658522788E1,-1.565744019E-1,1.098116455E0,9.941726074E0,1.000341405E1
1.659526687E1,-8.547225952E-2,1.098116455E0,9.909093933E0,9.970120753E0
1.660530588E1,-1.576222229E-1,1.099014587E0,9.884694672E0,9.946852094E0
1.661534388E1,-8.861572266E-2,1.025517426E0,1.002330643E1,1.007602156E1
1.662538287E1,-1.547781372E-1,1.084045715E0,9.881401520E0,9.941891539E0
1.663542087E1,-1.070274353E-1,1.025517426E0,9.857002258E0,9.910783742E0
1.664545988E1,-2.023791504E-1,1.040785675E0,9.845326538E0,9.902254631E0
1.665549788E1,-1.342707825E-1,1.070424042E0,1.002674927E1,1.008461884E1
1.666553687E1,-2.028282166E-1,1.078656921E0,9.922565918E0,9.983083413E0
1.667557588E1,-9.939331055E-2,1.078956299E0,9.997260590E0,1.005580653E1
1.668561388E1,-1.945953369E-1,1.154249725E0,9.890532532E0,9.959557899E0
1.669565287E1,-1.005908203E-1,1.102158051E0,1.005578888E1,1.011650932E1
1.670569088E1,-1.790277100E-1,1.159339142E0,1.003617966E1,1.010450495E1
1.671572988E1,-4.879852295E-2,1.131646729E0,9.962083740E0,1.002627139E1
1.672576788E1,-4.849914551E-2,1.175804901E0,9.994266815E0,1.006331151E1
1.673580687E1,-6.975494385E-2,1.115480347E0,1.000100281E1,1.006326087E1
1.674584588E1,-1.272354126E-2,1.120869141E0,1.000669098E1,1.006927872E1
1.675588388E1,-6.975494385E-2,1.104403381E0,9.931696930E0,9.993156483E0
1.676592287E1,-1.661544800E-2,1.121467896E0,9.907896423E0,9.971177355E0
1.677596088E1,-7.185058594E-2,1.072669373E0,9.947713623E0,1.000563783E1
1.678599988E1,-7.379653931E-2,1.083446960E0,9.998757477E0,1.005755708E1
1.679603788E1,-1.149609375E-1,1.075214081E0,9.875413971E0,9.934440217E0
1.680607688E1,-3.128494263E-2,1.146465912E0,9.940678253E0,1.000662016E1
1.681611588E1,-1.207987976E-1,1.078357544E0,9.994715881E0,1.005344682E1
1.682615388E1,-3.308120728E-2,1.171014862E0,1.002495300E1,1.009316862E1
1.683619288E1,-6.945556641E-2,1.161734161E0,9.849966888E0,9.918482648E0
1.684623088E1,7.185058594E-3,1.075064392E0,1.018931122E1,1.024587127E1
1.685626988E1,-1.495390320E-1,1.175505524E0,9.670190735E0,9.742523493E0
1.686630787E1,1.005908203E-1,1.090182953E0,1.010758118E1,1.016670127E1
1.687634688E1,-5.897735596E-2,1.062041473E0,9.936786346E0,9.993554589E0
1.688638588E1,1.134640503E-1,1.190773773E0,9.780810699E0,9.853683281E0
1.689642387E1,9.101074219E-2,1.093176727E0,1.010982651E1,1.016916468E1
1.690646288E1,1.074765015E-1,1.137334900E0,9.960886230E0,1.002618254E1
1.691650088E1,1.695973206E-1,1.226100311E0,1.003692810E1,1.011296252E1
1.692653988E1,8.846603394E-2,1.082997894E0,9.989327087E0,1.004825190E1
1.693657888E1,1.658551025E-1,1.264869690E0,9.924960938E0,1.000661046E1
1.694661688E1,1.001417542E-1,1.048868866E0,1.014694931E1,1.020150649E1
1.695665588E1,1.547781372E-1,1.247356110E0,9.975406036E0,1.005428163E1
1.696669387E1,1.637594604E-1,1.075812836E0,9.965376892E0,1.002461605E1
1.697673288E1,1.336720276E-1,1.064735870E0,9.961035919E0,1.001867093E1
1.698677088E1,1.598675537E-1,1.077309723E0,9.832303619E0,9.892438948E0
1.699680987E1,2.421963501E-1,1.067280579E0,9.978100433E0,1.003793979E1
1.700684888E1,1.374142456E-1,9.955796814E-1,9.949958954E0,1.000058722E1
1.701688688E1,2.652484131E-1,1.107546844E0,9.841734009E0,9.907408593E0
1.702692588E1,1.598675537E-1,9.553134155E-1,9.891879730E0,9.939188395E0
1.703696387E1,2.103126526E-1,1.041384430E0,9.957892456E0,1.001440638E1
1.704700288E1,1.670526123E-1,1.115929413E0,9.813143463E0,9.877802876E0
1.705704088E1,2.591111755E-1,1.035845947E0,1.008003845E1,1.013643382E1
1.706707987E1,1.676513672E-1,1.162482605E0,9.991273041E0,1.006007007E1
1.707711888E1,2.650987244E-1,1.066681824E0,1.003498215E1,1.009499649E1
1.708715688E1,1.567240906E-1,1.147663422E0,9.908495178E0,9.975969650E0
1.709719587E1,3.203338623E-1,1.006656647E0,1.007195526E1,1.012720367E1
1.710723388E1,2.206411743E-1,1.074166260E0,9.936037903E0,9.996367585E0
1.711727288E1,3.652404785E-1,9.776170349E-1,9.845625916E0,9.900782057E0
1.712731088E1,2.894979858E-1,1.007704468E0,9.898915100E0,9.954285386E0
1.713734987E1,3.344046021E-1,9.544152832E-1,9.924362183E0,9.975755596E0
1.714738888E1,3.857478333E-1,1.032253418E0,9.969717865E0,1.003043483E1
1.715742688E1,2.742297363E-1,9.343569946E-1,9.893675995E0,9.941481260E0
1.716746587E1,3.921844482E-1,1.067280579E0,9.871222687E0,9.936495046E0
1.717750388E1,2.559677124E-1,9.879455566E-1,1.005818390E1,1.010982785E1
1.718754288E1,3.025209045E-1,1.048419800E0,1.008901978E1,1.014785805E1
1.719758088E1,2.716850281E-1,1.043929138E0,9.878856812E0,9.937575796E0
1.720761988E1,2.793191528E-1,9.774673462E-1,1.004156845E1,1.009289644E1
1.721765888E1,2.508782959E-1,1.010847931E0,9.905052338E0,9.959659395E0
1.722769688E1,3.180885315E-1,9.532177734E-1,1.005025040E1,1.010036323E1
1.723773588E1,2.209405518E-1,9.867480469E-1,9.846374359E0,9.898160155E0
1.724777388E1,3.811074829E-1,9.198371887E-1,9.958191833E0,1.000784332E1
1.725781288E1,2.559677124E-1,9.277706909E-1,9.970765686E0,1.001710768E1
1.726785087E1,4.183799744E-1,9.265731812E-1,9.934241638E0,9.986127207E0
1.727788988E1,2.745291138E-1,9.322613525E-1,9.863738251E0,9.911498865E0
1.728792888E1,3.222798157E-1,9.138496399E-1,9.918075256E0,9.965299907E0
1.729796688E1,3.466790771E-1,9.345066833E-1,9.988129578E0,1.003773986E1
1.730800588E1,3.174897766E-1,9.319619751E-1,9.943372650E0,9.991997425E0
1.731804388E1,3.487747192E-1,9.416917419E-1,1.000833755E1,1.005859074E1
1.732808288E1,2.695893860E-1,9.316625977E-1,9.959089966E0,1.000620540E1
1.733812087E1,3.614982605E-1,9.662406921E-1,1.002719833E1,1.008012939E1
1.734815988E1,3.162922668E-1,9.303153992E-1,9.989177399E0,1.003738973E1
1.735819888E1,3.252735901E-1,9.229806519E-1,9.951006775E0,9.999011552E0
1.736823687E1,2.924917603E-1,8.704399109E-1,9.934541016E0,9.976889408E0
1.737827588E1,3.373983765E-1,8.854087830E-1,1.005264542E1,1.009720091E1
1.738831388E1,2.894979858E-1,8.804690552E-1,9.865534515E0,9.908976038E0
1.739835287E1,3.936813354E-1,8.702902222E-1,9.942025452E0,9.987805572E0
1.740839087E1,2.924917603E-1,8.666976929E-1,9.848170624E0,9.890560194E0
1.741843046E1,3.826043701E-1,8.080197144E-1,1.003647903E1,1.007621920E1
1.742846946E1,2.668949890E-1,8.566685486E-1,9.866282959E0,9.907000220E0
1.743850746E1,3.971241760E-1,8.445437622E-1,9.897567902E0,9.941469315E0
1.744854646E1,2.800675964E-1,8.414002991E-1,9.909093933E0,9.948695135E0
1.745858446E1,3.896397400E-1,8.184979248E-1,1.003752686E1,1.007837801E1
1.746862346E1,3.040177917E-1,8.608598328E-1,9.906100159E0,9.948081565E0
1.747866246E1,3.399430847E-1,8.286767578E-1,9.908046112E0,9.948449338E0
1.748870046E1,3.291654968E-1,8.608598328E-1,9.929301910E0,9.971984056E0
1.749873946E1,3.585044861E-1,8.402027893E-1,1.009605515E1,1.013729726E1
1.750877746E1,3.547622681E-1,8.705895996E-1,1.002420456E1,1.006819048E1
1.751881646E1,3.429368591E-1,8.309220886E-1,9.869576111E0,9.910427328E0
1.752885446E1,3.728746033E-1,8.137078857E-1,9.948162689E0,9.988348056E0
1.753889346E1,3.119512939E-1,8.162525940E-1,1.000264938E1,1.004074582E1
1.754893246E1,4.052073669E-1,8.175997925E-1,9.993817749E0,1.003539016E1
1.755897046E1,3.257226562E-1,7.656578064E-1,9.881401520E0,9.916371469E0
1.756900946E1,3.477268982E-1,7.575746155E-1,9.909243622E0,9.944241673E0
1.757904746E1,3.420387268E-1,7.815248108E-1,9.878407745E0,9.915175798E0
1.758908646E1,3.510200500E-1,7.204518127E-1,9.973909149E0,1.000605465E1
1.759912446E1,3.294648743E-1,7.553292847E-1,9.900711365E0,9.934946148E0
1.760916346E1,3.294648743E-1,7.652087402E-1,9.880653076E0,9.915714635E0
1.761920246E1,3.155438232E-1,7.494914246E-1,9.986033936E0,1.001909073E1
1.762924046E1,3.585044861E-1,7.685018921E-1,9.991273041E0,1.002719590E1
1.763927946E1,2.918930054E-1,7.491920471E-1,9.978848877E0,1.001118950E1
1.764931746E1,3.538641357E-1,7.933502197E-1,9.955796814E0,9.993623697E0
1.765935646E1,3.561094666E-1,7.682025146E-1,9.979896698E0,1.001575195E1
1.766939446E1,3.300636292E-1,7.361691284E-1,1.000384689E1,1.003632600E1
1.767943346E1,4.053570557E-1,7.623646545E-1,9.955647125E0,9.993018758E0
1.768947246E1,3.450325012E-1,7.394622803E-1,9.888736267E0,9.922346338E0
1.769951046E1,4.152365112E-1,7.222480774E-1,1.000354752E1,1.003817845E1
1.770954946E1,3.544628906E-1,7.093748474E-1,9.953850861E0,9.985389505E0
1.771958746E1,3.664379883E-1,6.649172974E-1,9.915829926E0,9.944851679E0
1.772962646E1,3.493734741E-1,6.845265198E-1,9.867929535E0,9.897811459E0
1.773966546E1,3.481759644E-1,6.545887756E-1,9.933343506E0,9.960975162E0
1.774970346E1,3.049159241E-1,6.529421997E-1,9.898466034E0,9.924663070E0
1.775974246E1,3.362008667E-1,6.891668701E-1,9.903256073E0,9.932898008E0
1.776978046E1,2.710862732E-1,6.261479187E-1,9.951755219E0,9.975118090E0
1.777981946E1,3.186872864E-1,6.896159363E-1,9.895172882E0,9.924292322E0
1.778985746E1,2.966830444E-1,6.613247681E-1,9.996512146E0,1.002275543E1
1.779989646E1,3.005749512E-1,6.608757019E-1,9.965975647E0,9.992385731E0
1.780993546E1,3.427871704E-1,7.089257812E-1,9.943073273E0,9.974205979E0
1.781997346E1,3.141966248E-1,6.454577637E-1,9.984686737E0,1.001045975E1
1.783001246E1,3.382965088E-1,6.649172974E-1,9.917925568E0,9.945944254E0
