"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.638366750E0,7.232591743E-4,-1.295543276E-3,-5.495199002E-4,1.582247874E-3
1.648411750E0,-9.136667941E-4,-2.170280088E-3,-1.156853978E-3,2.623587962E-3
1.658457750E0,-6.233823951E-4,-7.132650353E-4,-7.756752893E-7,9.472872969E-4
1.668502750E0,1.030267566E-3,-1.229361631E-3,4.554213956E-4,1.667390153E-3
1.678548750E0,3.451347351E-3,8.271731436E-3,2.029882045E-3,9.189872720E-3
1.688594750E0,2.966173459E-3,6.877123378E-4,1.094715786E-3,3.235666222E-3
1.698639750E0,-1.711402554E-3,-1.914462075E-3,8.036323125E-4,2.690704114E-3
1.708685750E0,1.672680723E-3,1.875562128E-3,8.723405190E-4,2.660182715E-3
1.718730750E0,2.201925963E-4,-3.859945573E-4,2.410848625E-3,2.451462353E-3
1.728776750E0,-9.940944146E-4,-2.552443650E-3,9.326622821E-4,2.893622509E-3
1.738821750E0,4.104569089E-4,-2.470951062E-3,1.970971934E-4,2.512552751E-3
1.748867750E0,-1.412911341E-3,-1.711314544E-3,-2.431231551E-4,2.232492955E-3
1.758912750E0,-1.087206649E-3,-1.567237079E-3,-2.119852696E-3,2.851670705E-3
1.768958750E0,5.749425618E-4,-1.211588271E-3,-4.039308988E-5,1.341691727E-3
1.779004750E0,7.602985715E-4,-2.388971858E-3,-1.073166961E-3,2.727073116E-3
1.789049750E0,8.850265294E-5,9.676301852E-4,-6.916013081E-5,9.741273113E-4
1.799095750E0,-1.532297349E-3,-3.908481449E-4,-1.076367684E-3,1.912920497E-3
1.809140750E0,3.922029864E-4,-5.715852603E-5,1.141780405E-3,1.208616057E-3
1.819186750E0,-5.103424191E-4,1.067494508E-3,4.743923200E-4,1.274771345E-3
1.829231750E0,9.263959946E-4,1.187399961E-3,1.027532388E-3,1.823170594E-3
1.839277750E0,8.004345000E-5,-1.259245910E-3,8.315236773E-4,1.511138260E-3
1.849322750E0,1.983663533E-4,-1.350450329E-4,2.018619329E-3,2.032833088E-3
1.859368750E0,-1.002985518E-3,6.599086337E-4,-2.961768769E-5,1.200973173E-3
1.869414750E0,-4.973432515E-4,-1.273007132E-3,2.606610069E-4,1.391345259E-3
1.879459750E0,-1.287618652E-4,1.045274548E-3,1.664679381E-3,1.969856833E-3
1.889505750E0,5.893156631E-4,9.028022178E-4,5.359202623E-5,1.079452130E-3
1.899550750E0,-4.815415014E-4,4.993332550E-4,6.147199310E-4,9.268745927E-4
1.909596750E0,-1.605502795E-3,3.404449672E-5,5.660940660E-4,1.702721570E-3
1.919641750E0,1.143668778E-4,2.125691157E-3,-5.196767161E-4,2.191279664E-3
1.929687750E0,1.181694097E-3,1.249537338E-3,6.053511752E-4,1.823237379E-3
1.939732750E0,1.421112218E-3,-5.235956050E-4,1.017342205E-3,1.824471829E-3
1.949778750E0,2.621558961E-4,2.814792097E-4,1.069363789E-3,1.136439691E-3
1.959824750E0,7.383291377E-4,4.535196349E-4,-1.314964262E-3,1.574782837E-3
1.969869750E0,6.186489481E-4,1.692660153E-4,-1.781540923E-4,6.656698773E-4
1.979915750E0,-3.944174387E-4,8.936454542E-4,-1.464194618E-3,1.760123062E-3
1.989960750E0,-8.088054601E-4,5.439724773E-4,-2.375425538E-4,1.003244134E-3
2.000006750E0,-1.515077893E-4,1.754662953E-3,1.928093960E-3,2.611387181E-3
2.010051750E0,1.257153461E-3,2.410002053E-4,-5.161421141E-4,1.380187887E-3
2.020097750E0,-3.596516326E-4,3.757560626E-4,-7.584898267E-4,9.197003493E-4
2.030142750E0,-1.121614361E-3,6.300839595E-4,5.139179993E-4,1.385328943E-3
2.040188750E0,6.549804239E-4,1.821582206E-3,-6.125991931E-4,2.030378994E-3
2.050234750E0,1.023169723E-3,-7.814005949E-4,9.752588812E-5,1.291113655E-3
2.060279750E0,7.941379445E-4,-9.563658386E-5,-1.247636857E-3,1.482025357E-3
2.070325750E0,-2.860440873E-5,1.770615578E-3,-6.225837860E-4,1.877101038E-3
2.080370750E0,-1.989489887E-3,3.452915698E-4,-1.043096883E-3,2.272740061E-3
2.090416750E0,1.656613778E-3,1.327500679E-3,1.813452225E-3,2.791995028E-3
2.100461750E0,6.613904843E-4,9.868824854E-4,-4.398482852E-4,1.266823163E-3
2.110507750E0,-6.673042662E-5,4.542302340E-4,-1.174439676E-4,4.738893762E-4
2.120552750E0,-4.574162886E-4,1.456643920E-3,2.103365958E-3,2.599074744E-3
2.130598750E0,-3.079418093E-4,4.595248029E-4,-1.170693198E-3,1.294802598E-3
2.140644750E0,1.323510543E-3,-8.349400014E-5,-4.252744839E-4,1.392662843E-3
2.150689833E0,8.009342710E-4,1.153329853E-3,1.818833407E-4,1.415890888E-3
2.160735833E0,7.221046835E-4,2.212735359E-3,-1.327596256E-3,2.679579213E-3
2.170780833E0,4.289206117E-4,1.699492335E-3,8.564835880E-4,1.950848847E-3
2.180826833E0,-7.021240890E-4,5.452781916E-4,-8.228060324E-5,8.927914875E-4
2.190871833E0,-8.519499097E-4,5.037849769E-4,-1.723181107E-3,1.987201822E-3
2.200917833E0,-4.767533392E-5,8.614473045E-4,-1.033688663E-3,1.346431078E-3
2.210962833E0,3.430652432E-4,8.741384372E-4,-9.413948283E-4,1.329675145E-3
2.221008833E0,-3.776676022E-5,7.154140621E-4,1.763577806E-3,1.903536258E-3
2.231054833E0,1.110248268E-3,-3.172163852E-4,-1.210662886E-3,1.673015862E-3
2.241099833E0,7.587110158E-4,2.162153833E-4,-6.873516832E-4,1.046347855E-3
2.251145833E0,-1.382597489E-3,-8.129817434E-4,-3.240784863E-4,1.636319650E-3
2.261190833E0,-1.383684576E-4,1.886333339E-4,9.779408574E-4,1.005533035E-3
2.271236833E0,-3.951678518E-4,-1.025504898E-3,-3.464937909E-4,1.152334966E-3
2.281281833E0,7.235910743E-6,-1.460399944E-3,-1.747199567E-4,1.470832220E-3
2.291327833E0,-1.307564089E-3,-2.519140486E-3,9.845513850E-4,3.004186090E-3
2.301372833E0,-8.476362564E-4,-1.208331902E-3,2.548452467E-4,1.497831535E-3
2.311418833E0,3.356020898E-5,-1.105698757E-4,-8.391095325E-4,8.470282124E-4
2.321464833E0,-1.137165353E-3,-1.772915013E-3,1.491894946E-4,2.111546871E-3
2.331509833E0,2.696104348E-4,-2.035033423E-3,-4.737870768E-5,2.053362015E-3
2.341555833E0,-4.140231758E-4,-2.431312110E-3,-8.354079910E-4,2.603958579E-3
2.351600833E0,-1.273507020E-3,-2.123302780E-3,6.952999393E-4,2.571706988E-3
2.361646833E0,-7.573864423E-4,-1.280944794E-3,1.161086722E-3,1.887478786E-3
2.371691833E0,2.165676560E-4,-1.784330234E-3,8.321814239E-4,1.980722559E-3
2.381737833E0,-4.508204293E-4,-3.703031689E-5,-3.619799390E-4,5.793442673E-4
2.391782833E0,1.150153461E-3,-1.546483487E-3,-2.605859190E-4,1.944831401E-3
2.401828833E0,-1.872268040E-3,-1.711333171E-3,1.109249424E-4,2.538966951E-3
2.411874833E0,-8.859252557E-5,-2.105434891E-3,-1.067873091E-4,2.110001954E-3
2.421919833E0,-4.433256108E-4,-1.558688004E-3,2.255751751E-4,1.636132650E-3
2.431965833E0,-2.468910534E-4,-1.127280295E-3,-1.792598399E-3,2.131929895E-3
2.442010833E0,-1.408828190E-3,5.190852098E-4,-1.216823002E-3,1.932590112E-3
2.452056833E0,8.836893830E-4,-2.399040386E-4,-2.156435512E-4,9.407247284E-4
2.462101833E0,2.378728241E-4,-5.315206945E-4,-1.329111168E-3,1.451080365E-3
2.472147833E0,2.864983398E-4,-3.361129202E-4,-7.172877667E-4,8.423508379E-4
2.482192833E0,1.301961718E-3,1.992821693E-3,2.699461766E-4,2.395686448E-3
2.492238833E0,5.209664814E-4,7.824320346E-5,1.343931071E-4,5.436815069E-4
2.502284833E0,2.436045557E-3,6.096188445E-3,-1.483211061E-3,6.730360062E-3
2.512329833E0,3.878804855E-4,8.278763853E-4,-1.457508071E-3,1.720511656E-3
2.522375833E0,-2.403592225E-4,9.626322426E-4,-1.645793556E-3,1.921736147E-3
